binomial_name,country,continent,group,year_last_seen,threat_NA,action_NA,red_list_category,threat,threathened,action,actioned
Callerya neocaledonica,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,1,Extinct,GE,0,LWP,0
Callerya neocaledonica,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,1,Extinct,GE,0,SM,0
Callerya neocaledonica,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,1,Extinct,GE,0,LP,0
Callerya neocaledonica,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,1,Extinct,GE,0,RM,0
Callerya neocaledonica,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,1,Extinct,GE,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,AA,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,AA,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,AA,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,AA,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,AA,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,BRU,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,BRU,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,BRU,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,BRU,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,BRU,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,RCD,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,RCD,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,RCD,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,RCD,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,RCD,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,ISGD,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,ISGD,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,ISGD,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,ISGD,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,ISGD,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,EPM,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,EPM,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,EPM,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,EPM,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,EPM,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,CC,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,CC,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,CC,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,CC,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,CC,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,HID,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,HID,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,HID,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,HID,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,HID,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,P,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,P,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,P,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,P,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,P,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,TS,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,TS,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,TS,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,TS,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,TS,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,NSM,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,NSM,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,NSM,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,NSM,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,NSM,0,EA,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,GE,0,LWP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,GE,0,SM,1
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,GE,0,LP,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,GE,0,RM,0
Camellia amplexicaulis,Viet Nam,Asia,Flowering Plant,2000-2020,1,NA,Extinct in the Wild,GE,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,NSM,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,NSM,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,NSM,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,NSM,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,NSM,0,EA,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,GE,0,LWP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,GE,0,SM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,GE,0,LP,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,GE,0,RM,0
Campomanesia lundiana,Brazil,South America,Flowering Plant,Before 1900,1,1,Extinct,GE,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,AA,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,AA,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,AA,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,AA,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,AA,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,BRU,1,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,BRU,1,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,BRU,1,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,BRU,1,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,BRU,1,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,RCD,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,RCD,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,RCD,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,RCD,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,RCD,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,ISGD,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,ISGD,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,ISGD,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,ISGD,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,ISGD,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,EPM,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,EPM,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,EPM,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,EPM,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,EPM,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,CC,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,CC,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,CC,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,CC,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,CC,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,HID,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,HID,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,HID,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,HID,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,HID,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,P,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,P,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,P,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,P,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,P,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,TS,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,TS,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,TS,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,TS,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,TS,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,NSM,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,NSM,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,NSM,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,NSM,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,NSM,0,EA,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,GE,0,LWP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,GE,0,SM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,GE,0,LP,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,GE,0,RM,0
Camptocarpus cornutus,Madagascar,Africa,Flowering Plant,1920-1939,NA,1,Extinct,GE,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,AA,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,AA,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,AA,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,AA,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,AA,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,BRU,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,BRU,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,BRU,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,BRU,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,BRU,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,RCD,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,RCD,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,RCD,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,RCD,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,RCD,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,ISGD,1,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,ISGD,1,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,ISGD,1,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,ISGD,1,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,ISGD,1,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,EPM,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,EPM,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,EPM,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,EPM,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,EPM,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,CC,1,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,CC,1,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,CC,1,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,CC,1,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,CC,1,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,HID,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,HID,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,HID,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,HID,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,HID,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,P,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,P,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,P,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,P,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,P,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,TS,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,TS,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,TS,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,TS,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,TS,0,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,NSM,1,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,NSM,1,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,NSM,1,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,NSM,1,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,NSM,1,EA,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,GE,0,LWP,1
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,GE,0,SM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,GE,0,LP,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,GE,0,RM,0
Canavalia veillonii,New Caledonia,Oceania,Flowering Plant,1980-1999,NA,NA,Extinct,GE,0,EA,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,AA,1,LWP,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,AA,1,SM,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,AA,1,LP,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,AA,1,RM,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,AA,1,EA,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,LWP,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,SM,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,LP,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,RM,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,BRU,0,EA,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,RCD,1,LWP,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,RCD,1,SM,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,RCD,1,LP,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,RCD,1,RM,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,RCD,1,EA,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,0,LWP,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,0,SM,0
Capparis grandidieri,Madagascar,Africa,Flowering Plant,Before 1900,NA,1,Extinct,ISGD,0,LP,0
